0 40 inf
0.22874 -nan -nan
0.22875 -nan -nan
0.22876 -nan -nan
0.22877 -nan -nan
0.22878 -nan -nan
0.22879 -nan -nan
0.2288 -nan -nan
0.22881 -nan -nan
0.22882 -nan -nan
0.22883 -nan -nan
0.22884 -nan -nan
0.22885 -nan -nan
0.22886 -nan -nan
0.22887 -nan -nan
0.22888 -nan -nan
0.22889 -nan -nan
0.2289 -nan -nan
0.22891 -nan -nan
0.22892 -nan -nan
0.22893 -nan -nan
0.22894 -nan -nan
0.22895 -nan -nan
0.22896 -nan -nan
0.22897 -nan -nan
0.22898 -nan -nan
0.22899 -nan -nan
0.229 -nan -nan
0.22901 -nan -nan
0.22902 -nan -nan
0.22903 -nan -nan
0.22904 -nan -nan
0.22905 -nan -nan
0.22906 -nan -nan
0.22907 -nan -nan
0.22908 -nan -nan
0.22909 -nan -nan
0.2291 -nan -nan
0.22911 -nan -nan
0.22912 -nan -nan
0.22913 -nan -nan
0.22914 -nan -nan
0.22915 -nan -nan
0.22916 -nan -nan
0.22917 -nan -nan
0.22918 -nan -nan
0.22919 -nan -nan
0.2292 -nan -nan
0.22921 -nan -nan
0.22922 -nan -nan
0.22923 -nan -nan
0.22924 -nan -nan
0.22925 -nan -nan
0.22926 -nan -nan
0.22927 -nan -nan
0.22928 -nan -nan
0.22929 -nan -nan
0.2293 -nan -nan
0.22931 -nan -nan
0.22932 -nan -nan
0.22933 -nan -nan
0.22934 -nan -nan
0.22935 -nan -nan
0.22936 -nan -nan
0.22937 -nan -nan
0.22938 -nan -nan
0.22939 -nan -nan
0.2294 -nan -nan
0.22941 -nan -nan
0.22942 -nan -nan
0.22943 -nan -nan
0.22944 -nan -nan
0.22945 -nan -nan
0.22946 -nan -nan
0.22947 -nan -nan
0.22948 -nan -nan
0.22949 -nan -nan
0.2295 -nan -nan
0.22951 -nan -nan
0.22952 -nan -nan
0.22953 -nan -nan
0.22954 -nan -nan
0.22955 -nan -nan
0.22956 -nan -nan
0.22957 -nan -nan
0.22958 -nan -nan
0.22959 -nan -nan
0.2296 -nan -nan
0.22961 -nan -nan
0.22962 -nan -nan
0.22963 -nan -nan
0.22964 -nan -nan
0.22965 -nan -nan
0.22966 -nan -nan
0.22967 -nan -nan
0.22968 -nan -nan
0.22969 -nan -nan
0.2297 -nan -nan
0.22971 -nan -nan
0.22972 -nan -nan
0.22973 -nan -nan
0.22974 -nan -nan
0.22975 -nan -nan
0.22976 -nan -nan
0.22977 -nan -nan
0.22978 -nan -nan
0.22979 -nan -nan
0.2298 -nan -nan
0.22981 -nan -nan
0.22982 -nan -nan
0.22983 -nan -nan
0.22984 -nan -nan
0.22985 -nan -nan
0.22986 -nan -nan
0.22987 -nan -nan
0.22988 -nan -nan
0.22989 -nan -nan
0.2299 -nan -nan
0.22991 -nan -nan
0.22992 -nan -nan
0.22993 -nan -nan
0.22994 -nan -nan
0.22995 -nan -nan
0.22996 -nan -nan
0.22997 -nan -nan
0.22998 -nan -nan
0.22999 -nan -nan
0.23 -nan -nan
0.23001 -nan -nan
0.23002 -nan -nan
0.23003 -nan -nan
0.23004 -nan -nan
0.23005 -nan -nan
0.23006 -nan -nan
0.23007 -nan -nan
0.23008 -nan -nan
0.23009 -nan -nan
0.2301 -nan -nan
0.23011 -nan -nan
0.23012 -nan -nan
0.23013 -nan -nan
0.23014 -nan -nan
0.23015 -nan -nan
0.23016 -nan -nan
0.23017 -nan -nan
0.23018 -nan -nan
0.23019 -nan -nan
0.2302 -nan -nan
0.23021 -nan -nan
0.23022 -nan -nan
0.23023 -nan -nan
0.23024 -nan -nan
0.23025 -nan -nan
0.23026 -nan -nan
0.23027 -nan -nan
0.23028 -nan -nan
0.23029 -nan -nan
0.2303 -nan -nan
0.23031 -nan -nan
0.23032 -nan -nan
0.23033 -nan -nan
0.23034 -nan -nan
0.23035 -nan -nan
0.23036 -nan -nan
0.23037 -nan -nan
0.23038 -nan -nan
0.23039 -nan -nan
0.2304 -nan -nan
0.23041 -nan -nan
0.23042 -nan -nan
0.23043 -nan -nan
0.23044 -nan -nan
0.23045 -nan -nan
0.23046 -nan -nan
0.23047 -nan -nan
0.23048 -nan -nan
0.23049 -nan -nan
0.2305 -nan -nan
0.23051 -nan -nan
0.23052 -nan -nan
0.23053 -nan -nan
0.23054 -nan -nan
0.23055 -nan -nan
0.23056 -nan -nan
0.23057 -nan -nan
0.23058 -nan -nan
0.23059 -nan -nan
0.2306 -nan -nan
0.23061 -nan -nan
0.23062 -nan -nan
0.23063 -nan -nan
0.23064 -nan -nan
0.23065 -nan -nan
0.23066 -nan -nan
0.23067 -nan -nan
0.23068 -nan -nan
0.23069 -nan -nan
0.2307 -nan -nan
0.23071 -nan -nan
0.23072 -nan -nan
0.23073 -nan -nan
0.23074 -nan -nan
0.23075 -nan -nan
0.23076 -nan -nan
0.23077 -nan -nan
0.23078 -nan -nan
0.23079 -nan -nan
0.2308 -nan -nan
0.23081 -nan -nan
0.23082 -nan -nan
0.23083 -nan -nan
0.23084 -nan -nan
0.23085 -nan -nan
0.23086 -nan -nan
0.23087 -nan -nan
0.23088 -nan -nan
0.23089 -nan -nan
0.2309 -nan -nan
0.23091 -nan -nan
0.23092 -nan -nan
0.23093 -nan -nan
0.23094 -nan -nan
0.23095 -nan -nan
0.23096 -nan -nan
0.23097 -nan -nan
0.23098 -nan -nan
0.23099 -nan -nan
0.231 -nan -nan
0.23101 -nan -nan
0.23102 -nan -nan
0.23103 -nan -nan
0.23104 -nan -nan
0.23105 -nan -nan
0.23106 -nan -nan
0.23107 -nan -nan
0.23108 -nan -nan
0.23109 -nan -nan
0.2311 -nan -nan
0.23111 -nan -nan
0.23112 -nan -nan
0.23113 -nan -nan
0.23114 -nan -nan
0.23115 -nan -nan
0.23116 -nan -nan
0.23117 -nan -nan
0.23118 -nan -nan
0.23119 -nan -nan
0.2312 -nan -nan
0.23121 -nan -nan
0.23122 -nan -nan
0.23123 -nan -nan
0.23124 -nan -nan
0.23125 -nan -nan
0.23126 -nan -nan
0.23127 -nan -nan
0.23128 -nan -nan
0.23129 -nan -nan
0.2313 -nan -nan
0.23131 -nan -nan
0.23132 -nan -nan
0.23133 -nan -nan
0.23134 -nan -nan
0.23135 -nan -nan
0.23136 -nan -nan
0.23137 -nan -nan
0.23138 -nan -nan
0.23139 -nan -nan
0.2314 -nan -nan
0.23141 -nan -nan
0.23142 -nan -nan
0.23143 -nan -nan
0.23144 -nan -nan
0.23145 -nan -nan
0.23146 -nan -nan
0.23147 -nan -nan
0.23148 -nan -nan
0.23149 -nan -nan
0.2315 -nan -nan
0.23151 -nan -nan
0.23152 -nan -nan
0.23153 -nan -nan
0.23154 -nan -nan
0.23155 -nan -nan
0.23156 -nan -nan
0.23157 -nan -nan
0.23158 -nan -nan
0.23159 -nan -nan
0.2316 -nan -nan
0.23161 -nan -nan
0.23162 -nan -nan
0.23163 -nan -nan
0.23164 -nan -nan
0.23165 -nan -nan
0.23166 -nan -nan
0.23167 -nan -nan
0.23168 -nan -nan
0.23169 -nan -nan
0.2317 -nan -nan
0.23171 -nan -nan
0.23172 -nan -nan
0.23173 -nan -nan
0.23174 -nan -nan
0.23175 -nan -nan
0.23176 -nan -nan
0.23177 -nan -nan
0.23178 -nan -nan
0.23179 -nan -nan
0.2318 -nan -nan
0.23181 -nan -nan
0.23182 -nan -nan
0.23183 -nan -nan
0.23184 -nan -nan
0.23185 -nan -nan
0.23186 -nan -nan
0.23187 -nan -nan
0.23188 -nan -nan
0.23189 -nan -nan
0.2319 -nan -nan
0.23191 -nan -nan
0.23192 -nan -nan
0.23193 -nan -nan
0.23194 -nan -nan
0.23195 -nan -nan
0.23196 -nan -nan
0.23197 -nan -nan
0.23198 -nan -nan
0.23199 -nan -nan
0.232 -nan -nan
0.23201 -nan -nan
0.23202 -nan -nan
0.23203 -nan -nan
0.23204 -nan -nan
0.23205 -nan -nan
0.23206 -nan -nan
0.23207 -nan -nan
0.23208 -nan -nan
0.23209 -nan -nan
0.2321 -nan -nan
0.23211 -nan -nan
0.23212 -nan -nan
0.23213 -nan -nan
0.23214 -nan -nan
0.23215 -nan -nan
0.23216 -nan -nan
0.23217 -nan -nan
0.23218 -nan -nan
0.23219 -nan -nan
0.2322 -nan -nan
0.23221 -nan -nan
0.23222 -nan -nan
0.23223 -nan -nan
0.23224 -nan -nan
0.23225 -nan -nan
0.23226 -nan -nan
0.23227 -nan -nan
0.23228 -nan -nan
0.23229 -nan -nan
0.2323 -nan -nan
0.23231 -nan -nan
0.23232 -nan -nan
0.23233 -nan -nan
0.23234 -nan -nan
0.23235 -nan -nan
0.23236 -nan -nan
0.23237 -nan -nan
0.23238 -nan -nan
0.23239 -nan -nan
0.2324 -nan -nan
0.23241 -nan -nan
0.23242 -nan -nan
0.23243 -nan -nan
0.23244 -nan -nan
0.23245 -nan -nan
0.23246 -nan -nan
0.23247 -nan -nan
0.23248 -nan -nan
0.23249 -nan -nan
0.2325 -nan -nan
0.23251 -nan -nan
0.23252 -nan -nan
0.23253 -nan -nan
0.23254 -nan -nan
0.23255 -nan -nan
0.23256 -nan -nan
0.23257 -nan -nan
0.23258 -nan -nan
0.23259 -nan -nan
0.2326 -nan -nan
0.23261 -nan -nan
0.23262 -nan -nan
0.23263 -nan -nan
0.23264 -nan -nan
0.23265 -nan -nan
0.23266 -nan -nan
0.23267 -nan -nan
0.23268 -nan -nan
0.23269 -nan -nan
0.2327 -nan -nan
0.23271 -nan -nan
0.23272 -nan -nan
0.23273 -nan -nan
0.23274 -nan -nan
0.23275 -nan -nan
0.23276 -nan -nan
0.23277 -nan -nan
0.23278 -nan -nan
0.23279 -nan -nan
0.2328 -nan -nan
0.23281 -nan -nan
0.23282 -nan -nan
0.23283 -nan -nan
0.23284 -nan -nan
0.23285 -nan -nan
0.23286 -nan -nan
0.23287 -nan -nan
0.23288 -nan -nan
0.23289 -nan -nan
0.2329 -nan -nan
0.23291 -nan -nan
0.23292 -nan -nan
0.23293 -nan -nan
0.23294 -nan -nan
0.23295 -nan -nan
0.23296 -nan -nan
0.23297 -nan -nan
0.23298 -nan -nan
0.23299 -nan -nan
0.233 -nan -nan
0.23301 -nan -nan
0.23302 -nan -nan
0.23303 -nan -nan
0.23304 -nan -nan
0.23305 -nan -nan
0.23306 -nan -nan
0.23307 -nan -nan
0.23308 -nan -nan
0.23309 -nan -nan
0.2331 -nan -nan
0.23311 -nan -nan
0.23312 -nan -nan
0.23313 -nan -nan
0.23314 -nan -nan
0.23315 -nan -nan
0.23316 -nan -nan
0.23317 -nan -nan
0.23318 -nan -nan
0.23319 -nan -nan
0.2332 -nan -nan
0.23321 -nan -nan
0.23322 -nan -nan
0.23323 -nan -nan
0.23324 -nan -nan
0.23325 -nan -nan
0.23326 -nan -nan
0.23327 -nan -nan
0.23328 -nan -nan
0.23329 -nan -nan
0.2333 -nan -nan
0.23331 -nan -nan
0.23332 -nan -nan
0.23333 -nan -nan
0.23334 -nan -nan
0.23335 -nan -nan
0.23336 -nan -nan
0.23337 -nan -nan
0.23338 -nan -nan
0.23339 -nan -nan
0.2334 -nan -nan
0.23341 -nan -nan
0.23342 -nan -nan
0.23343 -nan -nan
0.23344 -nan -nan
0.23345 -nan -nan
0.23346 -nan -nan
0.23347 -nan -nan
0.23348 -nan -nan
0.23349 -nan -nan
0.2335 -nan -nan
0.23351 -nan -nan
0.23352 -nan -nan
0.23353 -nan -nan
0.23354 -nan -nan
0.23355 -nan -nan
0.23356 -nan -nan
0.23357 -nan -nan
0.23358 -nan -nan
0.23359 -nan -nan
0.2336 -nan -nan
0.23361 -nan -nan
0.23362 -nan -nan
0.23363 -nan -nan
0.23364 -nan -nan
0.23365 -nan -nan
0.23366 -nan -nan
0.23367 -nan -nan
0.23368 -nan -nan
0.23369 -nan -nan
0.2337 -nan -nan
0.23371 -nan -nan
0.23372 -nan -nan
0.23373 -nan -nan
0.23374 -nan -nan
0.23375 -nan -nan
0.23376 -nan -nan
0.23377 -nan -nan
0.23378 -nan -nan
0.23379 -nan -nan
0.2338 -nan -nan
0.23381 -nan -nan
0.23382 -nan -nan
0.23383 -nan -nan
0.23384 -nan -nan
0.23385 -nan -nan
0.23386 -nan -nan
0.23387 -nan -nan
0.23388 -nan -nan
0.23389 -nan -nan
0.2339 -nan -nan
0.23391 -nan -nan
0.23392 -nan -nan
0.23393 -nan -nan
0.23394 -nan -nan
0.23395 -nan -nan
0.23396 -nan -nan
0.23397 -nan -nan
0.23398 -nan -nan
0.23399 -nan -nan
0.234 -nan -nan
0.23401 -nan -nan
0.23402 -nan -nan
0.23403 -nan -nan
0.23404 -nan -nan
0.23405 -nan -nan
0.23406 -nan -nan
0.23407 -nan -nan
0.23408 -nan -nan
0.23409 -nan -nan
0.2341 -nan -nan
0.23411 -nan -nan
0.23412 -nan -nan
0.23413 -nan -nan
0.23414 -nan -nan
0.23415 -nan -nan
0.23416 -nan -nan
0.23417 -nan -nan
0.23418 -nan -nan
0.23419 -nan -nan
0.2342 -nan -nan
0.23421 -nan -nan
0.23422 -nan -nan
0.23423 -nan -nan
0.23424 -nan -nan
0.23425 -nan -nan
0.23426 -nan -nan
0.23427 -nan -nan
0.23428 -nan -nan
0.23429 -nan -nan
0.2343 -nan -nan
0.23431 -nan -nan
0.23432 -nan -nan
0.23433 -nan -nan
0.23434 -nan -nan
0.23435 -nan -nan
0.23436 -nan -nan
0.23437 -nan -nan
0.23438 -nan -nan
0.23439 -nan -nan
0.2344 -nan -nan
0.23441 -nan -nan
0.23442 -nan -nan
0.23443 -nan -nan
0.23444 -nan -nan
0.23445 -nan -nan
0.23446 -nan -nan
0.23447 -nan -nan
0.23448 -nan -nan
0.23449 -nan -nan
0.2345 -nan -nan
0.23451 -nan -nan
0.23452 -nan -nan
0.23453 -nan -nan
0.23454 -nan -nan
0.23455 -nan -nan
0.23456 -nan -nan
0.23457 -nan -nan
0.23458 -nan -nan
0.23459 -nan -nan
0.2346 -nan -nan
0.23461 -nan -nan
0.23462 -nan -nan
0.23463 -nan -nan
0.23464 -nan -nan
0.23465 -nan -nan
0.23466 -nan -nan
0.23467 -nan -nan
0.23468 -nan -nan
0.23469 -nan -nan
0.2347 -nan -nan
0.23471 -nan -nan
0.23472 -nan -nan
0.23473 -nan -nan
0.23474 -nan -nan
0.23475 -nan -nan
0.23476 -nan -nan
0.23477 -nan -nan
0.23478 -nan -nan
0.23479 -nan -nan
0.2348 -nan -nan
0.23481 -nan -nan
0.23482 -nan -nan
0.23483 -nan -nan
0.23484 -nan -nan
0.23485 -nan -nan
0.23486 -nan -nan
0.23487 -nan -nan
0.23488 -nan -nan
0.23489 -nan -nan
0.2349 -nan -nan
0.23491 -nan -nan
0.23492 -nan -nan
0.23493 -nan -nan
0.23494 -nan -nan
0.23495 -nan -nan
0.23496 -nan -nan
0.23497 -nan -nan
0.23498 -nan -nan
0.23499 -nan -nan
0.235 -nan -nan
0.23501 -nan -nan
0.23502 -nan -nan
0.23503 -nan -nan
0.23504 -nan -nan
0.23505 -nan -nan
0.23506 -nan -nan
0.23507 -nan -nan
0.23508 -nan -nan
0.23509 -nan -nan
0.2351 -nan -nan
0.23511 -nan -nan
0.23512 -nan -nan
0.23513 -nan -nan
0.23514 -nan -nan
0.23515 -nan -nan
0.23516 -nan -nan
0.23517 -nan -nan
0.23518 -nan -nan
0.23519 -nan -nan
0.2352 -nan -nan
0.23521 -nan -nan
0.23522 -nan -nan
0.23523 -nan -nan
0.23524 -nan -nan
0.23525 -nan -nan
0.23526 -nan -nan
0.23527 -nan -nan
0.23528 -nan -nan
0.23529 -nan -nan
0.2353 -nan -nan
0.23531 -nan -nan
0.23532 -nan -nan
0.23533 -nan -nan
0.23534 -nan -nan
0.23535 -nan -nan
0.23536 -nan -nan
0.23537 -nan -nan
0.23538 -nan -nan
0.23539 -nan -nan
0.2354 -nan -nan
0.23541 -nan -nan
0.23542 -nan -nan
0.23543 -nan -nan
0.23544 -nan -nan
0.23545 -nan -nan
0.23546 -nan -nan
0.23547 -nan -nan
0.23548 -nan -nan
0.23549 -nan -nan
0.2355 -nan -nan
0.23551 -nan -nan
0.23552 -nan -nan
0.23553 -nan -nan
0.23554 -nan -nan
0.23555 -nan -nan
0.23556 -nan -nan
0.23557 -nan -nan
0.23558 -nan -nan
0.23559 -nan -nan
0.2356 -nan -nan
0.23561 -nan -nan
0.23562 -nan -nan
0.23563 -nan -nan
0.23564 -nan -nan
0.23565 -nan -nan
0.23566 -nan -nan
0.23567 -nan -nan
0.23568 -nan -nan
0.23569 -nan -nan
0.2357 -nan -nan
0.23571 -nan -nan
0.23572 -nan -nan
0.23573 -nan -nan
0.23574 -nan -nan
0.23575 -nan -nan
0.23576 -nan -nan
0.23577 -nan -nan
0.23578 -nan -nan
0.23579 -nan -nan
0.2358 -nan -nan
0.23581 -nan -nan
0.23582 -nan -nan
0.23583 -nan -nan
0.23584 -nan -nan
0.23585 -nan -nan
0.23586 -nan -nan
0.23587 -nan -nan
0.23588 -nan -nan
0.23589 -nan -nan
0.2359 -nan -nan
0.23591 -nan -nan
0.23592 -nan -nan
0.23593 -nan -nan
0.23594 -nan -nan
0.23595 -nan -nan
0.23596 -nan -nan
0.23597 -nan -nan
0.23598 -nan -nan
0.23599 -nan -nan
0.236 -nan -nan
0.23601 -nan -nan
0.23602 -nan -nan
0.23603 -nan -nan
0.23604 -nan -nan
0.23605 -nan -nan
0.23606 -nan -nan
0.23607 -nan -nan
0.23608 -nan -nan
0.23609 -nan -nan
0.2361 -nan -nan
0.23611 -nan -nan
0.23612 -nan -nan
0.23613 -nan -nan
0.23614 -nan -nan
0.23615 -nan -nan
0.23616 -nan -nan
0.23617 -nan -nan
0.23618 -nan -nan
0.23619 -nan -nan
0.2362 -nan -nan
0.23621 -nan -nan
0.23622 -nan -nan
0.23623 -nan -nan
0.23624 -nan -nan
0.23625 -nan -nan
0.23626 -nan -nan
0.23627 -nan -nan
0.23628 -nan -nan
0.23629 -nan -nan
0.2363 -nan -nan
0.23631 -nan -nan
0.23632 -nan -nan
0.23633 -nan -nan
0.23634 -nan -nan
0.23635 -nan -nan
0.23636 -nan -nan
0.23637 -nan -nan
0.23638 -nan -nan
0.23639 -nan -nan
0.2364 -nan -nan
0.23641 -nan -nan
0.23642 -nan -nan
0.23643 -nan -nan
0.23644 -nan -nan
0.23645 -nan -nan
0.23646 -nan -nan
0.23647 -nan -nan
0.23648 -nan -nan
0.23649 -nan -nan
0.2365 -nan -nan
0.23651 -nan -nan
0.23652 -nan -nan
0.23653 -nan -nan
0.23654 -nan -nan
0.23655 -nan -nan
0.23656 -nan -nan
0.23657 -nan -nan
0.23658 -nan -nan
0.23659 -nan -nan
0.2366 -nan -nan
0.23661 -nan -nan
0.23662 -nan -nan
0.23663 -nan -nan
0.23664 -nan -nan
0.23665 -nan -nan
0.23666 -nan -nan
0.23667 -nan -nan
0.23668 -nan -nan
0.23669 -nan -nan
0.2367 -nan -nan
0.23671 -nan -nan
0.23672 -nan -nan
0.23673 -nan -nan
0.23674 -nan -nan
0.23675 -nan -nan
0.23676 -nan -nan
0.23677 -nan -nan
0.23678 -nan -nan
0.23679 -nan -nan
0.2368 -nan -nan
0.23681 -nan -nan
0.23682 -nan -nan
0.23683 -nan -nan
0.23684 -nan -nan
0.23685 -nan -nan
0.23686 -nan -nan
0.23687 -nan -nan
0.23688 -nan -nan
0.23689 -nan -nan
0.2369 -nan -nan
0.23691 -nan -nan
0.23692 -nan -nan
0.23693 -nan -nan
0.23694 -nan -nan
0.23695 -nan -nan
0.23696 -nan -nan
0.23697 -nan -nan
0.23698 -nan -nan
0.23699 -nan -nan
0.237 -nan -nan
0.23701 -nan -nan
0.23702 -nan -nan
0.23703 -nan -nan
0.23704 -nan -nan
0.23705 -nan -nan
0.23706 -nan -nan
0.23707 -nan -nan
0.23708 -nan -nan
0.23709 -nan -nan
0.2371 -nan -nan
0.23711 -nan -nan
0.23712 -nan -nan
0.23713 -nan -nan
0.23714 -nan -nan
0.23715 -nan -nan
0.23716 -nan -nan
0.23717 -nan -nan
0.23718 -nan -nan
0.23719 -nan -nan
0.2372 -nan -nan
0.23721 -nan -nan
0.23722 -nan -nan
0.23723 -nan -nan
0.23724 -nan -nan
0.23725 -nan -nan
0.23726 -nan -nan
0.23727 -nan -nan
0.23728 -nan -nan
0.23729 -nan -nan
0.2373 -nan -nan
0.23731 -nan -nan
0.23732 -nan -nan
0.23733 -nan -nan
0.23734 -nan -nan
0.23735 -nan -nan
0.23736 -nan -nan
0.23737 -nan -nan
0.23738 -nan -nan
0.23739 -nan -nan
0.2374 -nan -nan
0.23741 -nan -nan
0.23742 -nan -nan
0.23743 -nan -nan
0.23744 -nan -nan
0.23745 -nan -nan
0.23746 -nan -nan
0.23747 -nan -nan
0.23748 -nan -nan
0.23749 -nan -nan
0.2375 -nan -nan
0.23751 -nan -nan
0.23752 -nan -nan
0.23753 -nan -nan
0.23754 -nan -nan
0.23755 -nan -nan
0.23756 -nan -nan
0.23757 -nan -nan
0.23758 -nan -nan
0.23759 -nan -nan
0.2376 -nan -nan
0.23761 -nan -nan
0.23762 -nan -nan
0.23763 -nan -nan
0.23764 -nan -nan
0.23765 -nan -nan
0.23766 -nan -nan
0.23767 -nan -nan
0.23768 -nan -nan
0.23769 -nan -nan
0.2377 -nan -nan
0.23771 -nan -nan
0.23772 -nan -nan
0.23773 -nan -nan
0.23774 -nan -nan
0.23775 -nan -nan
0.23776 -nan -nan
0.23777 -nan -nan
0.23778 -nan -nan
0.23779 -nan -nan
0.2378 -nan -nan
0.23781 -nan -nan
0.23782 -nan -nan
0.23783 -nan -nan
0.23784 -nan -nan
0.23785 -nan -nan
0.23786 -nan -nan
0.23787 -nan -nan
0.23788 -nan -nan
0.23789 -nan -nan
0.2379 -nan -nan
0.23791 -nan -nan
0.23792 -nan -nan
0.23793 -nan -nan
0.23794 -nan -nan
0.23795 -nan -nan
0.23796 -nan -nan
0.23797 -nan -nan
0.23798 -nan -nan
0.23799 -nan -nan
0.238 -nan -nan
0.23801 -nan -nan
0.23802 -nan -nan
0.23803 -nan -nan
0.23804 -nan -nan
0.23805 -nan -nan
0.23806 -nan -nan
0.23807 -nan -nan
0.23808 -nan -nan
0.23809 -nan -nan
0.2381 -nan -nan
0.23811 -nan -nan
0.23812 -nan -nan
0.23813 -nan -nan
0.23814 -nan -nan
0.23815 -nan -nan
0.23816 -nan -nan
0.23817 -nan -nan
0.23818 -nan -nan
0.23819 -nan -nan
0.2382 -nan -nan
0.23821 -nan -nan
0.23822 -nan -nan
0.23823 -nan -nan
0.23824 -nan -nan
0.23825 -nan -nan
0.23826 -nan -nan
0.23827 -nan -nan
0.23828 -nan -nan
0.23829 -nan -nan
0.2383 -nan -nan
0.23831 -nan -nan
0.23832 -nan -nan
0.23833 -nan -nan
0.23834 -nan -nan
0.23835 -nan -nan
0.23836 -nan -nan
0.23837 -nan -nan
0.23838 -nan -nan
0.23839 -nan -nan
0.2384 -nan -nan
0.23841 -nan -nan
0.23842 -nan -nan
0.23843 -nan -nan
0.23844 -nan -nan
0.23845 -nan -nan
0.23846 -nan -nan
0.23847 -nan -nan
0.23848 -nan -nan
0.23849 -nan -nan
0.2385 -nan -nan
0.23851 -nan -nan
0.23852 -nan -nan
0.23853 -nan -nan
0.23854 -nan -nan
0.23855 -nan -nan
0.23856 -nan -nan
0.23857 -nan -nan
0.23858 -nan -nan
0.23859 -nan -nan
0.2386 -nan -nan
0.23861 -nan -nan
0.23862 -nan -nan
0.23863 -nan -nan
0.23864 -nan -nan
0.23865 -nan -nan
0.23866 -nan -nan
0.23867 -nan -nan
0.23868 -nan -nan
0.23869 -nan -nan
0.2387 -nan -nan
0.23871 -nan -nan
0.23872 -nan -nan
0.23873 -nan -nan
0.23874 -nan -nan
0.23875 -nan -nan
0.23876 -nan -nan
0.23877 -nan -nan
0.23878 -nan -nan
0.23879 -nan -nan
0.2388 -nan -nan
0.23881 -nan -nan
0.23882 -nan -nan
0.23883 -nan -nan
0.23884 -nan -nan
0.23885 -nan -nan
0.23886 -nan -nan
0.23887 -nan -nan
0.23888 -nan -nan
0.23889 -nan -nan
0.2389 -nan -nan
0.23891 -nan -nan
0.23892 -nan -nan
0.23893 -nan -nan
0.23894 -nan -nan
0.23895 -nan -nan
0.23896 -nan -nan
0.23897 -nan -nan
0.23898 -nan -nan
0.23899 -nan -nan
0.239 -nan -nan
0.23901 -nan -nan
0.23902 -nan -nan
0.23903 -nan -nan
0.23904 -nan -nan
0.23905 -nan -nan
0.23906 -nan -nan
0.23907 -nan -nan
0.23908 -nan -nan
0.23909 -nan -nan
0.2391 -nan -nan
0.23911 -nan -nan
0.23912 -nan -nan
0.23913 -nan -nan
0.23914 -nan -nan
0.23915 -nan -nan
0.23916 -nan -nan
0.23917 -nan -nan
0.23918 -nan -nan
0.23919 -nan -nan
0.2392 -nan -nan
0.23921 -nan -nan
0.23922 -nan -nan
0.23923 -nan -nan
0.23924 -nan -nan
0.23925 -nan -nan
0.23926 -nan -nan
0.23927 -nan -nan
0.23928 -nan -nan
0.23929 -nan -nan
0.2393 -nan -nan
0.23931 -nan -nan
0.23932 -nan -nan
0.23933 -nan -nan
0.23934 -nan -nan
0.23935 -nan -nan
0.23936 -nan -nan
0.23937 -nan -nan
0.23938 -nan -nan
0.23939 -nan -nan
0.2394 -nan -nan
0.23941 -nan -nan
0.23942 -nan -nan
0.23943 -nan -nan
0.23944 -nan -nan
0.23945 -nan -nan
0.23946 -nan -nan
0.23947 -nan -nan
0.23948 -nan -nan
0.23949 -nan -nan
0.2395 -nan -nan
0.23951 -nan -nan
0.23952 -nan -nan
0.23953 -nan -nan
0.23954 -nan -nan
0.23955 -nan -nan
0.23956 -nan -nan
0.23957 -nan -nan
0.23958 -nan -nan
0.23959 -nan -nan
0.2396 -nan -nan
0.23961 -nan -nan
0.23962 -nan -nan
0.23963 -nan -nan
0.23964 -nan -nan
0.23965 -nan -nan
0.23966 -nan -nan
0.23967 -nan -nan
0.23968 -nan -nan
0.23969 -nan -nan
0.2397 -nan -nan
0.23971 -nan -nan
0.23972 -nan -nan
0.23973 -nan -nan
0.23974 -nan -nan
0.23975 -nan -nan
0.23976 -nan -nan
0.23977 -nan -nan
0.23978 -nan -nan
0.23979 -nan -nan
0.2398 -nan -nan
0.23981 -nan -nan
0.23982 -nan -nan
0.23983 -nan -nan
0.23984 -nan -nan
0.23985 -nan -nan
0.23986 -nan -nan
0.23987 -nan -nan
0.23988 -nan -nan
0.23989 -nan -nan
0.2399 -nan -nan
0.23991 -nan -nan
0.23992 -nan -nan
0.23993 -nan -nan
0.23994 -nan -nan
0.23995 -nan -nan
0.23996 -nan -nan
0.23997 -nan -nan
0.23998 -nan -nan
0.23999 -nan -nan
0.24 -nan -nan
0.24001 -nan -nan
0.24002 -nan -nan
0.24003 -nan -nan
0.24004 -nan -nan
0.24005 -nan -nan
0.24006 -nan -nan
0.24007 -nan -nan
0.24008 -nan -nan
0.24009 -nan -nan
0.2401 -nan -nan
0.24011 -nan -nan
0.24012 -nan -nan
0.24013 -nan -nan
0.24014 -nan -nan
0.24015 -nan -nan
0.24016 -nan -nan
0.24017 -nan -nan
0.24018 -nan -nan
0.24019 -nan -nan
0.2402 -nan -nan
0.24021 -nan -nan
0.24022 -nan -nan
0.24023 -nan -nan
0.24024 -nan -nan
0.24025 -nan -nan
0.24026 -nan -nan
0.24027 -nan -nan
0.24028 -nan -nan
0.24029 -nan -nan
0.2403 -nan -nan
0.24031 -nan -nan
0.24032 -nan -nan
0.24033 -nan -nan
0.24034 -nan -nan
0.24035 -nan -nan
0.24036 -nan -nan
0.24037 -nan -nan
0.24038 -nan -nan
0.24039 -nan -nan
0.2404 -nan -nan
